,HHID,HH_Size,URBAN,District,State_code,Combined_multiplier
4983,714292101,4,0,07,14,158.23
4984,714292201,5,0,07,14,498.4
4985,714292202,6,0,07,14,498.4
4986,714292301,3,0,07,14,253.16
4987,714271101,8,0,07,14,46.69
4988,714271201,4,0,07,14,221.79
4989,714271202,4,0,07,14,221.79
4990,714271301,8,0,07,14,46.69
4991,714272101,4,0,07,14,140.08
4992,714272201,4,0,07,14,581.31
4993,714272202,4,0,07,14,581.31
4994,714272301,4,0,07,14,84.05
4995,714241101,4,0,08,14,36.23
4996,714241102,4,0,08,14,36.23
4997,714241201,5,0,08,14,121.63
4998,714241202,5,0,08,14,121.63
4999,714241203,5,0,08,14,121.63
5000,714241204,4,0,08,14,121.63
5001,714241301,5,0,08,14,600.38
5002,714241302,6,0,08,14,600.38
5003,714211101,5,0,08,14,46.39
5004,714211201,6,0,08,14,87.63
5005,714211202,6,0,08,14,87.63
5006,714211301,6,0,08,14,288.65
5007,714212101,4,0,08,14,123.71
5008,714212201,10,0,08,14,239.68
5009,714212202,6,0,08,14,239.68
5010,714212301,6,0,08,14,695.85
5011,714221101,9,0,08,14,4.37
5012,714221201,6,0,08,14,6.55
5013,714221202,14,0,08,14,6.55
5014,714221301,7,0,08,14,9.61
5015,714222101,6,0,08,14,152.79
5016,714222201,6,0,08,14,366.68
5017,714222202,8,0,08,14,366.68
5018,714222301,5,0,08,14,458.36
5019,714261101,3,0,08,14,38.93
5020,714261201,4,0,08,14,60.56
5021,714261202,5,0,08,14,60.56
5022,714261301,5,0,08,14,341.74
5023,714262101,4,0,08,14,116.8
5024,714262201,6,0,08,14,123.29
5025,714262202,4,0,08,14,123.29
5026,714262301,7,0,08,14,895.44
5027,714251101,6,0,09,14,126.65
5028,714251102,5,0,09,14,126.65
5029,714251201,5,0,09,14,147.76
5030,714251202,6,0,09,14,147.76
5031,714251203,6,0,09,14,147.76
5032,714251204,5,0,09,14,147.76
5033,714251301,4,0,09,14,527.7
5034,714251302,5,0,09,14,527.7
5035,714231101,6,0,09,14,98.67
5036,714231102,5,0,09,14,98.67
5037,714231201,3,0,09,14,131.56
5038,714231202,5,0,09,14,131.56
5039,714231203,3,0,09,14,131.56
5040,714231204,5,0,09,14,131.56
5041,714231301,3,0,09,14,575.57
5042,714231302,3,0,09,14,575.57
5043,714201101,8,0,09,14,40.25
5044,714201102,5,0,09,14,40.25
5045,714201201,7,0,09,14,49.19
5046,714201202,9,0,09,14,49.19
5047,714201203,4,0,09,14,49.19
5048,714201204,10,0,09,14,49.19
5049,714201301,5,0,09,14,102.85
5050,714201302,5,0,09,14,102.85
5051,714281101,7,0,01,14,144.53
5052,714281102,7,0,01,14,144.53
5053,714281201,5,0,01,14,132.49
5054,714281202,5,0,01,14,132.49
5055,714281203,4,0,01,14,132.49
5056,714281204,5,0,01,14,132.49
5057,714281301,5,0,01,14,915.37
5058,714281302,7,0,01,14,915.37
5059,714691101,7,0,01,14,51.92
5060,714691102,4,0,01,14,51.92
5061,714691201,5,0,01,14,84.36
5062,714691202,7,0,01,14,84.36
5063,714691203,4,0,01,14,84.36
5064,714691204,3,0,01,14,84.36
5065,714691301,6,0,01,14,441.26
5066,714691302,8,0,01,14,441.26
5067,714671201,2,0,01,14,18.59
5068,714671202,7,0,01,14,18.59
5069,714671203,5,0,01,14,18.59
5070,714671204,7,0,01,14,18.59
5071,714671205,7,0,01,14,18.59
5072,714671206,4,0,01,14,18.59
5073,714671301,7,0,01,14,669.0
5074,714671302,6,0,01,14,669.0
5075,714641101,5,0,01,14,42.98
5076,714641201,6,0,01,14,39.4
5077,714641202,3,0,01,14,39.4
5078,714641301,7,0,01,14,558.77
5079,714642101,5,0,01,14,57.31
5080,714642201,3,0,01,14,64.48
5081,714642202,4,0,01,14,64.48
5082,714642301,3,0,01,14,959.94
5083,714611101,11,0,02,14,135.45
5084,714611102,6,0,02,14,135.45
5085,714611201,6,0,02,14,143.92
5086,714611202,6,0,02,14,143.92
5087,714611203,4,0,02,14,143.92
5088,714611204,6,0,02,14,143.92
5089,714611301,5,0,02,14,389.42
5090,714611302,5,0,02,14,389.42
5091,714621101,6,0,02,14,23.53
5092,714621102,6,0,02,14,23.53
5093,714621201,6,0,02,14,101.94
5094,714621202,7,0,02,14,101.94
5095,714621203,8,0,02,14,101.94
5096,714621204,7,0,02,14,101.94
5097,714621301,9,0,02,14,313.67
5098,714621302,11,0,02,14,313.67
5099,714661101,6,0,02,14,7.29
5100,714661201,8,0,02,14,28.78
5101,714661202,6,0,02,14,28.78
5102,714661301,6,0,02,14,25.5
5103,714662101,5,0,02,14,128.22
5104,714662201,7,0,02,14,464.79
5105,714662202,5,0,02,14,464.79
5106,714662301,9,0,02,14,528.9
5107,714651101,8,0,03,14,68.14
5108,714651102,9,0,03,14,68.14
5109,714651201,9,0,03,14,68.14
5110,714651202,8,0,03,14,68.14
5111,714651203,8,0,03,14,68.14
5112,714651301,6,0,03,14,272.53
5113,714651302,8,0,03,14,272.53
5114,714651303,11,0,03,14,272.53
5115,714631101,4,0,03,14,138.71
5116,714631102,5,0,03,14,138.71
5117,714631201,6,0,03,14,188.25
5118,714631202,4,0,03,14,188.25
5119,714631203,6,0,03,14,188.25
5120,714631204,4,0,03,14,188.25
5121,714631301,7,0,03,14,554.83
5122,714631302,8,0,03,14,554.83
5123,714601101,7,0,03,14,50.21
5124,714601102,5,0,03,14,50.21
5125,714601201,1,0,03,14,47.07
5126,714601202,5,0,03,14,47.07
5127,714601203,3,0,03,14,47.07
5128,714601204,7,0,03,14,47.07
5129,714601301,8,0,03,14,583.64
5130,714601302,5,0,03,14,583.64
5131,714681101,7,0,03,14,37.72
5132,714681201,10,0,03,14,165.95
5133,714681202,5,0,03,14,165.95
5134,714681301,6,0,03,14,286.64
5135,714682101,7,0,03,14,60.35
5136,714682201,6,0,03,14,309.27
5137,714682202,6,0,03,14,309.27
5138,714682301,5,0,03,14,392.24
5139,714591101,6,0,03,14,33.16
5140,714591201,5,0,03,14,184.74
5141,714591202,8,0,03,14,184.74
5142,714591301,4,0,03,14,47.37
5143,714592101,5,0,03,14,85.27
5144,714592201,5,0,03,14,525.79
5145,714592202,4,0,03,14,525.79
5146,714592301,3,0,03,14,127.9
5147,714571101,8,0,03,14,12.83
5148,714571201,12,0,03,14,110.31
5149,714571202,6,0,03,14,110.31
5150,714571301,8,0,03,14,12.83
5151,714572101,2,0,03,14,76.96
5152,714572201,5,0,03,14,584.89
5153,714572202,6,0,03,14,584.89
5154,714572301,5,0,03,14,107.75
5155,714541101,4,0,04,14,7.11
5156,714541201,4,0,04,14,20.15
5157,714541202,2,0,04,14,20.15
5158,714541301,4,0,04,14,88.89
5159,714542101,4,0,04,14,85.33
5160,714542201,8,0,04,14,128.0
5161,714542202,6,0,04,14,128.0
5162,714542301,2,0,04,14,1223.08
5163,714511101,7,0,04,14,33.73
5164,714511201,4,0,04,14,204.07
5165,714511202,5,0,04,14,204.07
5166,714511301,4,0,04,14,141.67
5167,714512101,7,0,04,14,134.93
5168,714512201,5,0,04,14,512.71
5169,714512202,6,0,04,14,512.71
5170,714512301,4,0,04,14,607.16
5171,714521101,5,0,04,14,7.11
5172,714521201,6,0,04,14,20.15
5173,714521202,4,0,04,14,20.15
5174,714521301,6,0,04,14,88.89
5175,714522101,5,0,04,14,99.56
5176,714522201,5,0,04,14,177.77
5177,714522202,5,0,04,14,177.77
5178,714522301,4,0,04,14,895.98
5179,714561101,3,0,04,14,32.26
5180,714561201,3,0,04,14,59.68
5181,714561202,4,0,04,14,59.68
5182,714561301,3,0,04,14,193.55
5183,714562101,5,0,04,14,103.23
5184,714562201,7,0,04,14,122.59
5185,714562202,5,0,04,14,122.59
5186,714562301,4,0,04,14,1161.31
5187,714551101,5,0,05,14,5.96
5188,714551201,5,0,05,14,21.17
5189,714551202,4,0,05,14,21.17
5190,714551301,6,0,05,14,56.24
5191,714552101,6,0,05,14,99.24
5192,714552201,5,0,05,14,281.17
5193,714552202,8,0,05,14,281.17
5194,714552301,5,0,05,14,1041.99
5195,714531101,3,0,05,14,10.29
5196,714531201,6,0,05,14,34.97
5197,714531202,6,0,05,14,34.97
5198,714531301,5,0,05,14,131.63
5199,714532101,3,0,05,14,65.82
5200,714532201,4,0,05,14,205.67
5201,714532202,3,0,05,14,205.67
5202,714532301,5,0,05,14,1069.47
5203,714501101,3,0,05,14,15.94
5204,714501201,4,0,05,14,26.57
5205,714501202,3,0,05,14,26.57
5206,714501301,5,0,05,14,109.83
5207,714502101,4,0,05,14,141.71
5208,714502201,4,0,05,14,247.99
5209,714502202,3,0,05,14,247.99
5210,714502301,6,0,05,14,974.24
5211,714581101,5,0,05,14,41.81
5212,714581201,5,0,05,14,116.13
5213,714581202,7,0,05,14,116.13
5214,714581301,5,0,05,14,167.22
5215,714582101,4,0,05,14,97.55
5216,714582201,5,0,05,14,334.44
5217,714582202,4,0,05,14,334.44
5218,714582301,8,0,05,14,487.73
5219,714391101,5,0,05,14,25.52
5220,714391201,4,0,05,14,120.29
5221,714391202,5,0,05,14,120.29
5222,714391301,5,0,05,14,131.23
5223,714392101,5,0,05,14,91.13
5224,714392201,5,0,05,14,510.32
5225,714392202,5,0,05,14,510.32
5226,714392301,4,0,05,14,565.0
5227,714371101,6,0,05,14,14.28
5228,714371201,5,0,05,14,51.77
5229,714371202,6,0,05,14,51.77
5230,714371301,8,0,05,14,69.62
5231,714372101,7,0,05,14,137.45
5232,714372201,7,0,05,14,520.34
5233,714372202,8,0,05,14,520.34
5234,714372301,8,0,05,14,687.24
5235,714341101,4,0,06,14,59.97
5236,714341102,4,0,06,14,59.97
5237,714341201,5,0,06,14,89.96
5238,714341202,5,0,06,14,89.96
5239,714341203,6,0,06,14,89.96
5240,714341204,5,0,06,14,89.96
5241,714341301,4,0,06,14,906.23
5242,714341302,4,0,06,14,906.23
5243,714311101,11,0,06,14,51.5
5244,714311201,3,0,06,14,148.76
5245,714311202,6,0,06,14,148.76
5246,714311301,3,0,06,14,234.58
5247,714312101,6,0,06,14,85.83
5248,714312201,3,0,06,14,283.22
5249,714312202,4,0,06,14,283.22
5250,714312301,6,0,06,14,514.94
5251,714321101,7,0,06,14,29.81
5252,714321201,11,0,06,14,189.51
5253,714321202,4,0,06,14,189.51
5254,714321301,4,0,06,14,51.11
5255,714322101,9,0,06,14,85.18
5256,714322201,6,0,06,14,904.97
5257,714322202,4,0,06,14,904.97
5258,714322301,4,0,06,14,234.23
5259,714361101,4,0,06,14,23.46
5260,714361201,5,0,06,14,85.02
5261,714361202,5,0,06,14,85.02
5262,714361301,4,0,06,14,129.0
5263,714362101,3,0,06,14,73.3
5264,714362201,5,0,06,14,395.79
5265,714362202,5,0,06,14,395.79
5266,714362301,6,0,06,14,586.35
5267,714351101,4,0,06,14,14.77
5268,714351201,5,0,06,14,93.25
5269,714351202,4,0,06,14,93.25
5270,714351301,6,0,06,14,14.77
5271,714352101,6,0,06,14,73.86
5272,714352201,3,0,06,14,535.48
5273,714352202,6,0,06,14,535.48
5274,714352301,5,0,06,14,73.86
5275,714331101,3,0,07,14,37.86
5276,714331102,5,0,07,14,37.86
5277,714331201,3,0,07,14,129.79
5278,714331202,3,0,07,14,129.79
5279,714331203,4,0,07,14,129.79
5280,714331204,3,0,07,14,129.79
5281,714331301,5,0,07,14,340.7
5282,714331302,7,0,07,14,340.7
5283,714301101,6,0,07,14,14.91
5284,714301201,5,0,07,14,105.31
5285,714301202,1,0,07,14,105.31
5286,714301301,3,0,07,14,54.05
5287,714302101,5,0,07,14,117.42
5288,714302201,4,0,07,14,595.48
5289,714302202,4,0,07,14,595.48
5290,714302301,5,0,07,14,587.09
5291,714381101,7,0,07,14,14.7
5292,714381201,5,0,07,14,75.3
5293,714381202,5,0,07,14,75.3
5294,714381301,6,0,07,14,31.23
5295,714382101,8,0,07,14,99.18
5296,714382201,5,0,07,14,644.66
5297,714382202,6,0,07,14,644.66
5298,714382301,4,0,07,14,264.48
5299,714091101,4,0,07,14,27.14
5300,714091201,14,0,07,14,179.79
5301,714091202,4,0,07,14,179.79
5302,714091301,5,0,07,14,37.32
5303,714092101,4,0,07,14,118.73
5304,714092201,5,0,07,14,636.04
5305,714092202,5,0,07,14,636.04
5306,714092301,6,0,07,14,101.77
5307,714071101,4,0,07,14,43.9
5308,714071102,2,0,07,14,43.9
5309,714071201,4,0,07,14,205.78
5310,714071202,4,0,07,14,205.78
5311,714071203,5,0,07,14,205.78
5312,714071204,6,0,07,14,205.78
5313,714071301,4,0,07,14,290.83
5314,714071302,5,0,07,14,290.83
5315,714041101,4,0,07,14,41.67
5316,714041201,7,0,07,14,139.61
5317,714041202,7,0,07,14,139.61
5318,714041301,5,0,07,14,45.84
5319,714042101,7,0,07,14,125.02
5320,714042201,6,0,07,14,425.06
5321,714042202,8,0,07,14,425.06
5322,714042301,3,0,07,14,187.53
5323,714011101,7,0,07,14,88.45
5324,714011102,7,0,07,14,88.45
5325,714011201,2,0,07,14,71.87
5326,714011202,6,0,07,14,71.87
5327,714011203,3,0,07,14,71.87
5328,714011204,5,0,07,14,71.87
5329,714011301,5,0,07,14,652.31
5330,714011302,2,0,07,14,652.31
5331,714021101,6,0,07,14,66.46
5332,714021102,4,0,07,14,66.46
5333,714021201,6,0,07,14,240.92
5334,714021202,3,0,07,14,240.92
5335,714021203,4,0,07,14,240.92
5336,714021204,4,0,07,14,240.92
5337,714021301,6,0,07,14,357.22
5338,714021302,3,0,07,14,357.22
5339,714061101,9,0,08,14,71.02
5340,714061201,7,0,08,14,106.52
5341,714061202,8,0,08,14,106.52
5342,714061301,7,0,08,14,411.88
5343,714062101,6,0,08,14,142.03
5344,714062201,8,0,08,14,170.44
5345,714062202,5,0,08,14,170.44
5346,714062301,8,0,08,14,596.52
5347,714051101,2,0,08,14,42.59
5348,714051201,2,0,08,14,61.75
5349,714051202,2,0,08,14,61.75
5350,714051301,5,0,08,14,144.8
5351,714052101,4,0,08,14,127.77
5352,714052201,5,0,08,14,210.81
5353,714052202,6,0,08,14,210.81
5354,714052301,3,0,08,14,434.4
5355,714031101,6,0,08,14,15.74
5356,714031201,9,0,08,14,36.2
5357,714031202,8,0,08,14,36.2
5358,714031301,7,0,08,14,47.21
5359,714032101,4,0,08,14,127.47
5360,714032201,4,0,08,14,269.11
5361,714032202,5,0,08,14,269.11
5362,714032301,5,0,08,14,778.99
5363,714001101,6,0,08,14,15.74
5364,714001201,7,0,08,14,36.2
5365,714001202,7,0,08,14,36.2
5366,714001301,7,0,08,14,47.21
5367,714002101,7,0,08,14,141.64
5368,714002201,7,0,08,14,254.94
5369,714002202,6,0,08,14,254.94
5370,714002301,5,0,08,14,396.58
5371,714081101,8,0,09,14,280.07
5372,714081102,7,0,09,14,280.07
5373,714081201,11,0,09,14,227.56
5374,714081202,3,0,09,14,227.56
5375,714081203,6,0,09,14,227.56
5376,714081204,5,0,09,14,227.56
5377,714081301,7,0,09,14,840.2
5378,714081302,4,0,09,14,840.2
5379,714891101,8,0,09,14,48.14
5380,714891102,9,0,09,14,48.14
5381,714891201,4,0,09,14,64.18
5382,714891202,6,0,09,14,64.18
5383,714891203,11,0,09,14,64.18
5384,714891204,8,0,09,14,64.18
5385,714891301,10,0,09,14,465.32
5386,714891302,6,0,09,14,465.32
5387,714871101,8,0,09,14,36.44
5388,714871102,10,0,09,14,36.44
5389,714871201,7,0,09,14,48.59
5390,714871202,8,0,09,14,48.59
5391,714871203,6,0,09,14,48.59
5392,714871204,7,0,09,14,48.59
5393,714871301,7,0,09,14,534.41
5394,714871302,7,0,09,14,534.41
5395,714841201,4,0,01,14,156.17
5396,714841202,7,0,01,14,156.17
5397,714841203,4,0,01,14,156.17
5398,714841204,6,0,01,14,156.17
5399,714841205,5,0,01,14,156.17
5400,714841206,4,0,01,14,156.17
5401,714841301,6,0,01,14,1317.67
5402,714841302,6,0,01,14,1317.67
5403,714811101,4,0,01,14,84.86
5404,714811102,5,0,01,14,84.86
5405,714811201,6,0,01,14,203.66
5406,714811202,5,0,01,14,203.66
5407,714811203,4,0,01,14,203.66
5408,714811204,4,0,01,14,203.66
5409,714811301,6,0,01,14,458.24
5410,714811302,3,0,01,14,458.24
5411,714821101,7,0,01,14,43.09
5412,714821102,6,0,01,14,43.09
5413,714821201,4,0,01,14,36.93
5414,714821202,3,0,01,14,36.93
5415,714821203,3,0,01,14,36.93
5416,714821204,4,0,01,14,36.93
5417,714821301,4,0,01,14,375.47
5418,714821302,4,0,01,14,375.47
5419,714861101,6,0,01,14,52.77
5420,714861201,4,0,01,14,105.54
5421,714861202,2,0,01,14,105.54
5422,714861301,9,0,01,14,512.62
5423,714862101,8,0,01,14,45.23
5424,714862201,7,0,01,14,143.23
5425,714862202,4,0,01,14,143.23
5426,714862301,4,0,01,14,904.62
5427,714851101,9,0,02,14,162.76
5428,714851102,7,0,02,14,162.76
5429,714851201,7,0,02,14,162.76
5430,714851202,4,0,02,14,162.76
5431,714851203,3,0,02,14,162.76
5432,714851204,5,0,02,14,162.76
5433,714851301,6,0,02,14,488.27
5434,714851302,6,0,02,14,488.27
5435,714831101,8,0,02,14,52.88
5436,714831201,5,0,02,14,120.87
5437,714831202,5,0,02,14,120.87
5438,714831301,4,0,02,14,324.83
5439,714832101,11,0,02,14,60.44
5440,714832201,4,0,02,14,158.64
5441,714832202,12,0,02,14,158.64
5442,714832301,6,0,02,14,468.36
5443,714801101,7,0,02,14,7.29
5444,714801201,6,0,02,14,28.78
5445,714801202,6,0,02,14,28.78
5446,714801301,8,0,02,14,25.5
5447,714802101,11,0,02,14,160.27
5448,714802201,5,0,02,14,320.54
5449,714802202,7,0,02,14,320.54
5450,714802301,6,0,02,14,576.98
5451,714881101,3,0,03,14,224.16
5452,714881102,6,0,03,14,224.16
5453,714881201,3,0,03,14,238.17
5454,714881202,2,0,03,14,238.17
5455,714881203,4,0,03,14,238.17
5456,714881204,4,0,03,14,238.17
5457,714881301,8,0,03,14,1204.83
5458,714881302,5,0,03,14,1204.83
5459,711991101,6,0,03,14,108.79
5460,711991102,7,0,03,14,108.79
5461,711991201,8,0,03,14,132.1
5462,711991202,6,0,03,14,132.1
5463,711991203,8,0,03,14,132.1
5464,711991204,5,0,03,14,132.1
5465,711991301,7,0,03,14,777.07
5466,711991302,9,0,03,14,777.07
5467,711971101,7,0,03,14,50.21
5468,711971102,5,0,03,14,50.21
5469,711971201,4,0,03,14,47.07
5470,711971202,5,0,03,14,47.07
5471,711971203,5,0,03,14,47.07
5472,711971204,6,0,03,14,47.07
5473,711971301,8,0,03,14,583.64
5474,711971302,7,0,03,14,583.64
5475,711941101,7,0,03,14,51.66
5476,711941102,6,0,03,14,51.66
5477,711941201,6,0,03,14,54.53
5478,711941202,6,0,03,14,54.53
5479,711941203,6,0,03,14,54.53
5480,711941204,4,0,03,14,54.53
5481,711941301,6,0,03,14,694.46
5482,711941302,5,0,03,14,694.46
5483,711911101,8,0,03,14,21.63
5484,711911102,5,0,03,14,21.63
5485,711911201,7,0,03,14,55.14
5486,711911202,4,0,03,14,55.14
5487,711911203,6,0,03,14,55.14
5488,711911204,14,0,03,14,55.14
5489,711911301,7,0,03,14,302.74
5490,711911302,6,0,03,14,302.74
5491,711921101,6,0,03,14,20.39
5492,711921201,5,0,03,14,107.62
5493,711921202,3,0,03,14,107.62
5494,711921301,4,0,03,14,36.25
5495,711922101,7,0,03,14,126.87
5496,711922201,4,0,03,14,715.92
5497,711922202,5,0,03,14,715.92
5498,711922301,5,0,03,14,271.87
5499,711961101,6,0,04,14,4.8
5500,711961201,5,0,04,14,11.98
5501,711961202,3,0,04,14,11.98
5502,711961301,6,0,04,14,76.69
5503,711962101,7,0,04,14,71.89
5504,711962201,7,0,04,14,280.38
5505,711962202,2,0,04,14,280.38
5506,711962301,6,0,04,14,546.37
5507,711951101,5,0,04,14,55.68
5508,711951102,6,0,04,14,55.68
5509,711951201,3,0,04,14,61.25
5510,711951202,3,0,04,14,61.25
5511,711951203,6,0,04,14,61.25
5512,711951204,5,0,04,14,61.25
5513,711951301,4,0,04,14,645.87
5514,711951302,5,0,04,14,645.87
5515,711931101,3,0,04,14,17.17
5516,711931201,3,0,04,14,22.89
5517,711931202,5,0,04,14,22.89
5518,711931301,6,0,04,14,156.4
5519,711932101,6,0,04,14,106.81
5520,711932201,5,0,04,14,160.21
5521,711932202,4,0,04,14,160.21
5522,711932301,5,0,04,14,1083.31
5523,711901101,3,0,04,14,5.75
5524,711901201,6,0,04,14,8.62
5525,711901202,6,0,04,14,8.62
5526,711901301,6,0,04,14,53.62
5527,711902101,5,0,04,14,132.12
5528,711902201,3,0,04,14,161.48
5529,711902202,7,0,04,14,161.48
5530,711902301,6,0,04,14,616.57
5531,711981101,7,0,05,14,17.92
5532,711981201,4,0,05,14,68.1
5533,711981202,3,0,05,14,68.1
5534,711981301,4,0,05,14,66.3
5535,711982101,5,0,05,14,112.89
5536,711982201,4,0,05,14,467.7
5537,711982202,6,0,05,14,467.7
5538,711982301,4,0,05,14,596.72
5539,711791101,5,0,05,14,5.96
5540,711791201,2,0,05,14,21.17
5541,711791202,2,0,05,14,21.17
5542,711791301,4,0,05,14,56.24
5543,711792101,4,0,05,14,82.7
5544,711792201,3,0,05,14,272.9
5545,711792202,5,0,05,14,272.9
5546,711792301,4,0,05,14,1190.84
5547,711771101,7,0,05,14,14.28
5548,711771201,7,0,05,14,51.77
5549,711771202,5,0,05,14,51.77
5550,711771301,4,0,05,14,69.62
5551,711772101,5,0,05,14,98.18
5552,711772201,6,0,05,14,481.07
5553,711772202,5,0,05,14,481.07
5554,711772301,8,0,05,14,628.33
5555,711741101,6,0,05,14,25.55
5556,711741201,7,0,05,14,68.12
5557,711741202,5,0,05,14,68.12
5558,711741301,5,0,05,14,170.29
5559,711742101,4,0,05,14,136.23
5560,711742201,3,0,05,14,306.51
5561,711742202,5,0,05,14,306.51
5562,711742301,5,0,05,14,1038.74
5563,711711101,7,0,05,14,13.23
5564,711711201,5,0,05,14,35.07
5565,711711202,6,0,05,14,35.07
5566,711711301,7,0,05,14,48.96
5567,711712101,6,0,05,14,137.62
5568,711712201,4,0,05,14,438.66
5569,711712202,5,0,05,14,438.66
5570,711712301,6,0,05,14,619.28
5571,711721101,4,0,05,14,5.96
5572,711721201,7,0,05,14,21.17
5573,711721202,4,0,05,14,21.17
5574,711721301,5,0,05,14,56.24
5575,711722101,4,0,05,14,66.16
5576,711722201,5,0,05,14,239.82
5577,711722202,5,0,05,14,239.82
5578,711722301,5,0,05,14,1207.38
5579,711761101,6,0,06,14,55.98
5580,711761201,4,0,06,14,163.28
5581,711761202,4,0,06,14,163.28
5582,711761301,4,0,06,14,475.84
5583,711762101,5,0,06,14,93.3
5584,711762201,6,0,06,14,233.25
5585,711762202,5,0,06,14,233.25
5586,711762301,6,0,06,14,1007.65
5587,711751101,3,0,06,14,39.2
5588,711751201,5,0,06,14,73.5
5589,711751202,4,0,06,14,73.5
5590,711751301,6,0,06,14,323.38
5591,711752101,4,0,06,14,88.2
5592,711752201,3,0,06,14,198.44
5593,711752202,5,0,06,14,198.44
5594,711752301,4,0,06,14,911.33
5595,711731101,6,0,06,14,8.14
5596,711731201,6,0,06,14,81.37
5597,711731202,5,0,06,14,81.37
5598,711731301,3,0,06,14,272.6
5599,711732101,6,0,06,14,20.35
5600,711732201,5,0,06,14,203.43
5601,711732202,3,0,06,14,203.43
5602,711732301,5,0,06,14,1627.42
5603,711701101,5,0,06,14,29.18
5604,711701201,5,0,06,14,122.56
5605,711701202,5,0,06,14,122.56
5606,711701301,7,0,06,14,70.03
5607,711702101,7,0,06,14,145.9
5608,711702201,9,0,06,14,517.94
5609,711702202,12,0,06,14,517.94
5610,711702301,5,0,06,14,248.03
5611,711781101,4,0,06,14,20.14
5612,711781201,2,0,06,14,80.54
5613,711781202,5,0,06,14,80.54
5614,711781301,7,0,06,14,134.23
5615,711782101,3,0,06,14,107.39
5616,711782201,3,0,06,14,617.47
5617,711782202,5,0,06,14,617.47
5618,711782301,4,0,06,14,1020.16
5619,711491101,4,0,07,14,17.59
5620,711491201,4,0,07,14,172.36
5621,711491202,4,0,07,14,172.36
5622,711491301,5,0,07,14,91.46
5623,711492101,5,0,07,14,112.56
5624,711492201,4,0,07,14,590.93
5625,711492202,5,0,07,14,590.93
5626,711492301,7,0,07,14,253.26
5627,711471101,3,0,07,14,65.17
5628,711471102,6,0,07,14,65.17
5629,711471201,5,0,07,14,232.73
5630,711471202,6,0,07,14,232.73
5631,711471203,6,0,07,14,232.73
5632,711471204,6,0,07,14,232.73
5633,711471301,4,0,07,14,521.32
5634,711471302,8,0,07,14,521.32
5635,711441101,4,0,07,14,10.81
5636,711441201,3,0,07,14,52.42
5637,711441202,4,0,07,14,52.42
5638,711441301,6,0,07,14,4.33
5639,711442101,6,0,07,14,162.12
5640,711442201,4,0,07,14,697.11
5641,711442202,4,0,07,14,697.11
5642,711442301,3,0,07,14,48.64
5643,711411101,5,0,07,14,18.52
5644,711411201,7,0,07,14,84.37
5645,711411202,3,0,07,14,84.37
5646,711411301,3,0,07,14,67.91
5647,711412101,4,0,07,14,115.24
5648,711412201,7,0,07,14,592.64
5649,711412202,5,0,07,14,592.64
5650,711412301,5,0,07,14,510.33
5651,711421101,3,0,07,14,74.79
5652,711421102,3,0,07,14,74.79
5653,711421201,2,0,07,14,397.29
5654,711421202,4,0,07,14,397.29
5655,711421203,4,0,07,14,397.29
5656,711421204,4,0,07,14,397.29
5657,711421301,5,0,07,14,299.14
5658,711421302,4,0,07,14,299.14
5659,711461101,3,0,07,14,9.39
5660,711461201,4,0,07,14,44.13
5661,711461202,6,0,07,14,44.13
5662,711461301,4,0,07,14,14.08
5663,711462101,4,0,07,14,150.21
5664,711462201,4,0,07,14,683.46
5665,711462202,4,0,07,14,683.46
5666,711462301,4,0,07,14,135.19
5667,711451101,4,0,07,14,9.39
5668,711451201,3,0,07,14,44.13
5669,711451202,4,0,07,14,44.13
5670,711451301,2,0,07,14,14.08
5671,711452101,4,0,07,14,150.21
5672,711452201,3,0,07,14,698.48
5673,711452202,4,0,07,14,698.48
5674,711452301,1,0,07,14,225.32
5675,711431101,5,0,07,14,14.91
5676,711431201,7,0,07,14,105.31
5677,711431202,1,0,07,14,105.31
5678,711431301,5,0,07,14,54.05
5679,711432101,4,0,07,14,134.19
5680,711432201,2,0,07,14,587.09
5681,711432202,1,0,07,14,587.09
5682,711432301,3,0,07,14,369.03
5683,711401101,3,0,08,14,70.5
5684,711401201,7,0,08,14,102.23
5685,711401202,3,0,08,14,102.23
5686,711401301,5,0,08,14,246.76
5687,711402101,3,0,08,14,141.01
5688,711402201,6,0,08,14,190.36
5689,711402202,6,0,08,14,190.36
5690,711402301,6,0,08,14,507.62
5691,711481101,7,0,08,14,15.74
5692,711481201,5,0,08,14,36.2
5693,711481202,6,0,08,14,36.2
5694,711481301,6,0,08,14,61.38
5695,711482101,7,0,08,14,141.64
5696,711482201,7,0,08,14,254.94
5697,711482202,8,0,08,14,254.94
5698,711482301,6,0,08,14,396.58
5699,711191101,6,0,08,14,150.66
5700,711191102,6,0,08,14,150.66
5701,711191201,7,0,08,14,225.99
5702,711191202,7,0,08,14,225.99
5703,711191203,6,0,08,14,225.99
5704,711191204,6,0,08,14,225.99
5705,711191301,7,0,08,14,331.46
5706,711191302,7,0,08,14,331.46
5707,711171101,7,0,08,14,76.78
5708,711171102,6,0,08,14,76.78
5709,711171201,8,0,08,14,130.52
5710,711171202,4,0,08,14,130.52
5711,711171203,6,0,08,14,130.52
5712,711171204,5,0,08,14,130.52
5713,711171301,8,0,08,14,337.82
5714,711171302,5,0,08,14,337.82
5715,711141101,7,0,09,14,152.58
5716,711141102,5,0,09,14,152.58
